Hugo_Symbol,TCGA-AO-A12D,TCGA-BH-A18Q,TCGA-C8-A130,TCGA-C8-A138,TCGA-E2-A154,TCGA-C8-A12L,TCGA-A2-A0EX,TCGA-AN-A04A,TCGA-BH-A0AV,TCGA-C8-A12T,TCGA-A8-A06Z,TCGA-A2-A0CM,TCGA-BH-A18U,TCGA-A2-A0EQ,TCGA-AR-A0U4,TCGA-AO-A0J9,TCGA-AR-A1AP,TCGA-AN-A0FK,TCGA-AO-A0J6,TCGA-A7-A13F,TCGA-BH-A0E1,TCGA-A7-A0CE,TCGA-A2-A0YC,TCGA-AO-A0JC,TCGA-A8-A08Z,TCGA-AR-A0TX,TCGA-A8-A076,TCGA-AO-A126,TCGA-BH-A0C1,TCGA-A2-A0EY,TCGA-AR-A1AW,TCGA-AR-A1AV,TCGA-C8-A135,TCGA-A2-A0EV,TCGA-AN-A0AM,TCGA-D8-A142,TCGA-AN-A0FL,TCGA-BH-A0DG,TCGA-AR-A0TV,TCGA-C8-A12Z,TCGA-AO-A0JJ,TCGA-AO-A0JE,TCGA-AN-A0AJ,TCGA-A7-A0CJ,TCGA-AO-A12F,TCGA-A8-A079,TCGA-A2-A0T3,TCGA-A2-A0YD,TCGA-AR-A0TR,TCGA-AO-A03O,TCGA-AO-A12E,TCGA-A8-A06N,TCGA-A2-A0YG,TCGA-BH-A18N,TCGA-AN-A0AL,TCGA-A2-A0T6,TCGA-E2-A158,TCGA-AO-A0JM,TCGA-C8-A12V,TCGA-A2-A0D2,TCGA-C8-A12U,TCGA-AR-A1AS,TCGA-A8-A09G,TCGA-C8-A131,TCGA-C8-A134,TCGA-A2-A0YF,TCGA-BH-A0DD,TCGA-BH-A0E9,TCGA-AR-A0TT,TCGA-AO-A12B,TCGA-A2-A0SW,TCGA-AO-A0JL,TCGA-BH-A0BV,TCGA-A2-A0YM,TCGA-BH-A0C7,TCGA-A2-A0SX
OR11A1,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
OR10C1,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
OR2H1,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
MAS1L,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
UBD,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
OR2H2,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SNORD32B,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GABBR1,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
MOG,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZFP57,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HCG2P7,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HCG4,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HCG4P6,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HLA-A,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HLA-F,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HLA-G,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HLA-H,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
IFITM4P,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LOC285830,0,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
HCG9,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
NCRNA00171,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HLA-J,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-1
ZNRD1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
PPP1R11,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
RNF39,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TRIM31,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TRIM40,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TRIM10,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TRIM15,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TRIM26,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HLA-L,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HCG18,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TRIM39,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
RPP21,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HLA-E,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
GNL1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
PRR3,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
ABCF1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MIR877,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
hsa-mir-877,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
PPP1R10,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MRPS18B,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
C6orf134,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
C6orf136,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
DHX16,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
KIAA1949,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MDC1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
NRM,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TUBB,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
FLOT1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
IER3,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
DDR1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
DPCR1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
GTF2H4,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
SFTA2,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
VARS2,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MUC21,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HCG22,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
C6orf15,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
CCHCR1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
CDSN,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
POU5F1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
PSORS1C1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
PSORS1C2,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
PSORS1C3,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TCF19,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HCG27,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HLA-C,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HCG26,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HCP5,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
HLA-B,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MICA,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MICB,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MCCD1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
BAT1,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
SNORD117,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
SNORD84,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
ATP6V1G2,0,1,0,0,0,-1,0,0,1,0,-1,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
