Hugo_Symbol,TCGA-AO-A12D,TCGA-BH-A18Q,TCGA-C8-A130,TCGA-C8-A138,TCGA-E2-A154,TCGA-C8-A12L,TCGA-A2-A0EX,TCGA-AN-A04A,TCGA-BH-A0AV,TCGA-C8-A12T,TCGA-A8-A06Z,TCGA-A2-A0CM,TCGA-BH-A18U,TCGA-A2-A0EQ,TCGA-AR-A0U4,TCGA-AO-A0J9,TCGA-AR-A1AP,TCGA-AN-A0FK,TCGA-AO-A0J6,TCGA-A7-A13F,TCGA-BH-A0E1,TCGA-A7-A0CE,TCGA-A2-A0YC,TCGA-AO-A0JC,TCGA-A8-A08Z,TCGA-AR-A0TX,TCGA-A8-A076,TCGA-AO-A126,TCGA-BH-A0C1,TCGA-A2-A0EY,TCGA-AR-A1AW,TCGA-AR-A1AV,TCGA-C8-A135,TCGA-A2-A0EV,TCGA-AN-A0AM,TCGA-D8-A142,TCGA-AN-A0FL,TCGA-BH-A0DG,TCGA-AR-A0TV,TCGA-C8-A12Z,TCGA-AO-A0JJ,TCGA-AO-A0JE,TCGA-AN-A0AJ,TCGA-A7-A0CJ,TCGA-AO-A12F,TCGA-A8-A079,TCGA-A2-A0T3,TCGA-A2-A0YD,TCGA-AR-A0TR,TCGA-AO-A03O,TCGA-AO-A12E,TCGA-A8-A06N,TCGA-A2-A0YG,TCGA-BH-A18N,TCGA-AN-A0AL,TCGA-A2-A0T6,TCGA-E2-A158,TCGA-AO-A0JM,TCGA-C8-A12V,TCGA-A2-A0D2,TCGA-C8-A12U,TCGA-AR-A1AS,TCGA-A8-A09G,TCGA-C8-A131,TCGA-C8-A134,TCGA-A2-A0YF,TCGA-BH-A0DD,TCGA-BH-A0E9,TCGA-AR-A0TT,TCGA-AO-A12B,TCGA-A2-A0SW,TCGA-AO-A0JL,TCGA-BH-A0BV,TCGA-A2-A0YM,TCGA-BH-A0C7,TCGA-A2-A0SX
KIAA1543,1,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
XAB2,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
PCP2,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
STXBP2,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
RETN,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
C19orf59,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
TRAPPC5,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
FCER2,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CLEC4G,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CD209,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CLEC4M,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CLEC4GP1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
EVI5L,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
LRRC8E,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CTXN1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
MAP2K7,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
SNAPC2,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
TIMM44,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ELAVL1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CCL25,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
FBN3,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
LASS4,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
CD320,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,1,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
NDUFA7,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
RPS28,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
KANK3,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ANGPTL4,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
RAB11B,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
MARCH2,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
HNRNPM,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
PRAM1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF414,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
MYO1F,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ADAMTS10,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ACTL9,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
MBD3L1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
MUC16,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR2Z1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF558,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR1M1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR7G2,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR7G1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR7G3,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF317,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR7D2,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR7D4,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OR7E24,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF699,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF559,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF177,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF266,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF560,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF426,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF121,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF561,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF562,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ZNF846,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
FBXL12,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
UBL5,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
PIN1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
OLFM2,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
COL5A3,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
RDH8,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
C3P1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
C19orf66,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ANGPTL6,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
PPAN,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
PPAN-P2RY11,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
SNORD105,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
P2RY11,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
SNORD105B,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
EIF3G,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,-1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
DNMT1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
S1PR2,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
MRPL4,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ICAM1,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ICAM4,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
ICAM5,1,1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,2,0,0,0,0,0,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
